Datetime,Tweet Id,OriginalText,Username,Text_Cleaned,tokens,Text,Subjectivity,Polarity,NumberOfWords,MeanWordLength,P&SSentiment,SIA Positive Sentiment,SIA Neutral Sentiment,SIA Negative Sentiment,Class
2021-10-27 22:34:25+00:00,1453490296726110209,"I am excited for $NTVRK #metaverse #nfts

I just managed to get my highest tier access to a limited allocation of vehicles usable within game.

An incredible $320,000 worth of in-game items.

So bullish!",cmtopdog,i am excited for ntvrkjust managed to get my highest tier access tolimited allocation of vehicles usable within game an incredible   worth of in game items so bullish,"['excited', 'ntvrkjust', 'managed', 'get', 'highest', 'tier', 'access', 'tolimited', 'allocation', 'vehicles', 'usable', 'within', 'game', 'incredible', 'worth', 'game', 'items', 'bullish']",excited ntvrkjust managed get highest tier access tolimited allocation vehicles usable within game incredible worth game items bullish,0.51,0.155,18,6.5,Positive,0.212001,0.7880010000000001,1e-06,0
2021-10-27 22:32:57+00:00,1453489925253369857,"$LFG | @Gamersenft - IDO NOW LIVE ON @Oxbull5 !!

#Gamerse is the new home for gaming #NFT &amp; the #Metaverse social economy!

⏰ 28th Oct Launch on #Gamezone &amp; #KCCPAD

🔥 iOS and Android Apps coming soon!!

Initial MC: 162k 🚀🚀

Gonna be a big one 👌💯

#NFTs #GameFi #P2E #BSC https://t.co/eUgqmHll7E",SatoshiOwl,lfg ido now live on is the new home for gaming amp the social economy  oct launch on amp ios and android apps coming soon initial mc  gonna bebig one,"['lfg', 'ido', 'live', 'new', 'home', 'gaming', 'social', 'economy', 'oct', 'launch', 'ios', 'android', 'apps', 'coming', 'soon', 'initial', 'gonna', 'bebig']",lfg ido live new home gaming social economy oct launch ios android apps coming soon initial gonna bebig,0.2553030303030303,0.0765151515151515,18,4.78,Positive,1e-06,1.000001,1e-06,0
2021-10-27 22:31:36+00:00,1453489587045605378,"@MetaSpatial_io cool project, I'm so excited to participate in this project, I hope this project soars to the moon. and cryptocurrency will be the best
@tinu_nu
@shenNez
@miarahayu772 

 #SPAT #MetaSpatial #Metaverse #NFTs",fenny_mega11,cool projectm so excited to participate in this projecthope this project soars to the moon and cryptocurrency will be the best,"['cool', 'projectm', 'excited', 'participate', 'projecthope', 'soars', 'moon', 'best']",cool projectm excited participate projecthope soars moon best,0.5666666666666667,0.5750000000000001,8,6.75,Positive,0.640001,0.3600009999999999,1e-06,0
2021-10-27 22:25:26+00:00,1453488033978851330,"@MooMonsterNFT Thanks for chance to be a part of this great opportunity I'm happy to be apart of this project I will Support it 

@AirdropAchiever @Airdrop_Announc 
@MrShubzz 

#playtoearn #GameFi #NFTGaming #GameNFT #Metaverse #airdrop #bounty",MoHaMeDEL_Masry,thanks for chance to bepart of this great opportunitym happy to be apart of this projectwill support it,"['thanks', 'chance', 'bepart', 'great', 'opportunitym', 'happy', 'apart', 'projectwill', 'support']",thanks chance bepart great opportunitym happy apart projectwill support,0.65,0.6,9,7.0,Positive,0.7940010000000001,0.206001,1e-06,0
2021-10-27 22:23:52+00:00,1453487638283911173,"@NFTCryptoPlanes @cryptocarsgame @BinanceChain Nice project sir..I hope this project good 
Let's go guys join here 

@PutuJuni17 
@auliafit_ananda 
@pakheriok 

#Metaverse #CryptoPlanes #CryptoCars #MVBIII $CPAN $CCAR",Popeye94594125,nice project sirhope this project good letgo guys join here cpan ccar,"['nice', 'sirhope', 'good', 'letgo', 'guys', 'join', 'cpan', 'ccar']",nice sirhope good letgo guys join cpan ccar,0.8,0.6499999999999999,8,4.5,Positive,0.612001,0.388001,1e-06,0
2021-10-27 22:20:28+00:00,1453486782662721536,"@KimekoM Hey! I work for #techPR agency @MediaFrenzyGlob. We have Martech clients who are working on some great projects. If you are doing any stories around the #Metaverse, #NFTs the future of creativity, or even want insights on what we’re doing w/The Harlem Globetrotters,I got you!",Tawanda_PR,heywork for agency we have martech clients who are working on some great projects if you are doing any stories around the the future of creativity or even want insights on what we re doingthe harlem globetrottersgot you,"['heywork', 'agency', 'martech', 'clients', 'working', 'great', 'stories', 'around', 'future', 'creativity', 'even', 'want', 'insights', 'doingthe', 'harlem', 'globetrottersgot']",heywork agency martech clients working great stories around future creativity even want insights doingthe harlem globetrottersgot,0.4375,0.4,16,7.12,Positive,0.381001,0.619001,1e-06,0
2021-10-27 22:17:42+00:00,1453486086525571074,"It's a great and excellent project and also a great prize. Thank you for sharing this wonderful opportunity. Best wishes to all team members. Keep going and be successful 🤩
@alurcerita12
@Erwinkomarudin_
@thioirgi7

#SPAT #MetaSpatial #Metaverse #NFTs https://t.co/asq3KIKiMT",FancyNancc,ita great and excellent project and alsogreat prize thank you for sharing this wonderful opportunity best wishes to all team members keep going and be successful,"['ita', 'great', 'excellent', 'alsogreat', 'prize', 'thank', 'sharing', 'wonderful', 'opportunity', 'best', 'wishes', 'team', 'members', 'keep', 'going', 'successful']",ita great excellent alsogreat prize thank sharing wonderful opportunity best wishes team members keep going successful,0.8,0.91,16,6.44,Positive,0.844001,0.156001,1e-06,0
2021-10-27 22:12:10+00:00,1453484697019981827,"@MonsterArenaBSC Im believe this project is successful , am going to try my luck, im joinned !
@rajaHz09 @hauzaangoen07 @Triana85417074
#Airdrop #GameFi #NFT #PlayToEarn #Metaverse",akhdan090,im believe this project is successful am going to try my luck im joinned,"['believe', 'successful', 'going', 'try', 'luck', 'joinned']",believe successful going try luck joinned,0.95,0.75,6,6.0,Positive,0.630001,0.3700009999999999,1e-06,0
2021-10-27 22:11:21+00:00,1453484489313824770,"@IcedKnife $GFI of @GamefiProtocol is a smart investment right now, this is the first gaming project that proposes a free to play to earn gaming model where games with high playability will be released and everyone that holds $GFI will be eligible to play and earn.
#Metaverse #Gaming https://t.co/tsNiqRfcU2",Romose5,gfi of issmart investment right now this is the first gaming project that proposesfree to play to earn gaming model where games with high playability will be released and everyone that holds gfi will be eligible to play and earn,"['gfi', 'issmart', 'investment', 'right', 'first', 'gaming', 'proposesfree', 'play', 'earn', 'gaming', 'model', 'gaming', 'high', 'playability', 'released', 'everyone', 'holds', 'gfi', 'eligible', 'play', 'earn']",gfi issmart investment right first gaming proposesfree play earn gaming model gaming high playability released everyone holds gfi eligible play earn,0.4696825396825397,0.2319047619047619,21,6.1,Positive,0.202001,0.7980010000000001,1e-06,0
2021-10-27 22:10:45+00:00,1453484337287122944,@MonsterArenaBSC Good project! #Airdrop #GameFi #NFT #PlayToEarn #Metaverse,pietrojr888,good project,['good'],good,0.6000000000000001,0.7,1,4.0,Positive,1.000001,1e-06,1e-06,0
2021-10-27 22:09:26+00:00,1453484007769968647,"@NFTCryptoPlanes @cryptocarsgame @BinanceChain Im believe this project is successful , am going to try my luck, im joinned !
@rajaHz09 @hauzaangoen07 @Triana85417074
#Metaverse #CryptoPlanes #CryptoCars #MVBIII $CPAN $CCAR",akhdan090,im believe this project is successful am going to try my luck im joinned cpan ccar,"['believe', 'successful', 'going', 'try', 'luck', 'joinned', 'cpan', 'ccar']",believe successful going try luck joinned cpan ccar,0.95,0.75,8,5.5,Positive,0.5310010000000001,0.4690009999999999,1e-06,0
